path;total_conversions;total_conversion_value;total_null
paid search > snapchat > paid search > paid search > paid search > paid search > paid search > Tiktok > paid search > Pinterest > Retargeting;1;3.85;3
Tiktok > Pinterest > FB > FB > Pinterest;1;1.607;2
paid search > paid search > paid search > paid search > paid search > Tiktok > Bing > paid search > Tiktok > Bing;0;0;3
snapchat > paid search > Tiktok;1;2.281;3
FB > Tiktok;5;21.3883333333333;15
Tiktok > FB;0;0;3
FB > offline;0;0;2
paid search > snapchat > FB;1;2.787;2
snapchat > snapchat > FB > display;1;7.04;2
FB;5;6.673125;23
paid search > snapchat > Tiktok > Tiktok > Tiktok;1;4.652;2
paid search > display > display > display > display > Pinterest > Tiktok > retargeting> Pinterest;1;3.703;2
Pinterest > paid search > paid search > paid search > paid search;1;5;2
paid search > offline > paid search > paid search > paid search > Pinterest > paid search > paid search > paid search;1;8.172;2
paid search > paid search > paid search > Tiktok > Retargeting;1;1.325;2
paid search > display;10;46.1428571428571;42
paid search > paid search > snapchat > snapchat > Tiktok > paid search;0;0;2
display > paid search > display > display > paid search > Tiktok > display > paid search > display > paid search > Bing > display > display > display;0;0;2
snapchat > FB > FB;1;4.2;3
Pinterest > Tiktok > paid search;85;345.785560747664;372
snapchat > Pinterest > snapchat > Pinterest > Tiktok;1;5.007;3
Pinterest > snapchat > Tiktok > FB > snapchat > FB > Bing;1;1.4;2
paid search > paid search > paid search > display;1;12.49;3
Pinterest > paid search > Tiktok;7;24.957;19
paid search > paid search > snapchat > snapchat > Pinterest > snapchat;1;2.02;3
Tiktok > Tiktok > Tiktok > FB;1;3.16;2
snapchat > snapchat > snapchat > FB > snapchat > FB > snapchat > FB;1;4.45;2
FB;0;0;2
snapchat > FB > snapchat > FB;0;0;2
paid search > paid search > paid search > Pinterest > Pinterest > paid search > paid search > paid search > paid search;1;4.34;2
snapchat > paid search;1;10.546;3
paid search > Pinterest > paid search > paid search > Tiktok > paid search;1;1.627;3
FB;1;14.829;6
snapchat > snapchat > FB > snapchat > FB > paid search > snapchat > Bing > paid search > snapchat > snapchat > FB > snapchat > snapchat > FB > Pinterest > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > FB;1;2.168;3
FB > FB > FB > Tiktok > FB;1;5.166;3
paid search > paid search > Tiktok > Tiktok > paid search > Tiktok;2;8.49266666666667;10
paid search > snapchat > paid search > paid search > retargeting> Tiktok;1;2.72;3
Tiktok > Tiktok > snapchat > snapchat > Tiktok > Pinterest > Pinterest > Pinterest > Pinterest > Tiktok > paid search > Tiktok > Tiktok > Tiktok > Tiktok;1;1.511;3
paid search > paid search > Pinterest > paid search;0;0;2
FB > Pinterest > snapchat;1;6.147;2
FB;5;24.171;13
paid search > paid search > Pinterest > paid search > Pinterest > paid search > paid search > paid search > paid search > paid search > display > paid search > Pinterest;1;1.42;3
FB;1;2.968;3
snapchat > FB > Tiktok;1;5.191;2
snapchat > snapchat > snapchat > FB;1;1.801;3
snapchat > Pinterest > paid search;1;9.386;2
paid search > paid search > paid search > FB;0;0;2
Pinterest > Pinterest > snapchat > FB > snapchat > Pinterest > Tiktok > Pinterest > Tiktok > Pinterest > Pinterest;1;3.6;3
Tiktok > paid search > paid search > Pinterest > paid search;0;0;3
paid search > paid search > Pinterest;1;6.9;2
snapchat > FB;5;91.1008333333333;16
FB > Bing;1;3.05;3
snapchat > snapchat > Pinterest;1;2.197;3
Tiktok > display > Bing;2;12.9213333333333;7
snapchat > paid search;1;4.721;3
snapchat > paid search > display > retargeting> Tiktok;1;8.486;3
Pinterest > Bing > FB > Bing > Tiktok > Bing > Tiktok > FB;1;8.95;2
display > FB > snapchat > display;1;6.57;2
display > display > display > display > paid search > display > display > display > display > display > Pinterest > display > display > display > display > display > display > display > display > display > display > display > paid search > display > display > Tiktok > display > display > display > Pinterest > display > display > display > display > display > display;1;14.937;3
FB > paid search > display;1;3.416;3
display > Tiktok > display > Tiktok > Pinterest > display > display > display > Pinterest > display > display > display > Tiktok > Pinterest > display;1;20.718;3
Tiktok > Tiktok > Tiktok > paid search;1;2.315;3
paid search > paid search > Pinterest > paid search > paid search > paid search > Pinterest > Pinterest > Pinterest;3;7.432;7
snapchat > snapchat > paid search > FB;1;3.118;2
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok > Pinterest > Tiktok > Pinterest > Pinterest > Pinterest > Pinterest > snapchat > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > paid search > snapchat > Tiktok > Tiktok > snapchat > snapchat > snapchat > snapchat > Tiktok > Tiktok;1;3.572;2
Bing > FB;1;14.566;2
snapchat > snapchat;0;0;2
FB;1;8.6;2
paid search > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok;1;3.778;3
Pinterest > FB > snapchat > snapchat > snapchat > snapchat > Pinterest > FB > Pinterest > Tiktok > Tiktok > FB > Pinterest;1;1.55;3
paid search > Pinterest > Pinterest > Pinterest > display > Tiktok > Pinterest > FB > display > Tiktok > Pinterest > display > display > Bing > display;1;2.65;2
FB > Tiktok > Pinterest;0;0;3
snapchat > FB > Bing > snapchat > Bing > paid search;1;3.8;3
offline > FB;1;1.82;3
Tiktok > FB > Tiktok;1;4.52;3
Pinterest > FB > Pinterest > Tiktok > snapchat > FB > FB > Pinterest > Pinterest;1;4.6;3
paid search > Tiktok > Pinterest > paid search > paid search > Tiktok;1;2.165;3
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > FB > snapchat > FB > snapchat > FB;1;7.276;3
Tiktok > Pinterest > Pinterest > paid search > Tiktok > Tiktok > display > Bing > Pinterest > Tiktok > display > Tiktok > Tiktok > paid search > Tiktok;1;7.356;2
snapchat;1;0.675;5
snapchat > Pinterest > Tiktok;1;1.377;2
Pinterest > FB;1;10.6;2
Pinterest > display > display > paid search > display;1;3.45;3
paid search > FB > paid search > Tiktok;0;0;3
FB > FB > FB;1;8.07;3
paid search > display > display > snapchat > display > FB > display > Tiktok > display;1;5.2;2
snapchat > FB > snapchat > snapchat > snapchat;0;0;3
FB > Retargeting;1;1.6;2
snapchat > paid search > Bing > snapchat > FB > paid search;1;0.67;3
paid search > Pinterest > paid search > paid search > paid search > paid search > paid search > paid search > Pinterest > paid search > Pinterest;1;2.934;2
snapchat > paid search > snapchat > snapchat > Pinterest > snapchat > FB;1;6.986;2
display > snapchat > display;1;4.192;2
FB;10;35.8791666666667;32
paid search > snapchat > paid search > display > magazine > display > retargeting> Pinterest > retargeting> snapchat > FB > snapchat > FB > snapchat > paid search > paid search > FB > snapchat;0;0;2
paid search > Tiktok > Pinterest > Pinterest > Tiktok > paid search > Tiktok > Tiktok;1;3.5;3
display > display > Tiktok > snapchat;1;1.859;2
snapchat > Tiktok > Tiktok;1;4;3
snapchat > paid search > paid search > paid search > paid search > paid search;1;4.1;3
paid search > snapchat > Tiktok;1;2.364;2
FB > Tiktok;1;2.601;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;3;9.74;7
paid search > paid search > Pinterest > FB > snapchat > Pinterest > paid search;0;0;3
offline > paid search > Pinterest;1;5.08;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > FB > Tiktok > paid search > paid search > FB > paid search;1;5.2;3
paid search > paid search > paid search > paid search > snapchat > FB;0;0;2
FB > Tiktok > Tiktok;1;2.041;2
display > display > retargeting> display > paid search > paid search > Retargeting;1;2.523;3
FB;1;4.35;2
snapchat > snapchat > paid search > snapchat > paid search > Bing > snapchat;1;0.116;3
FB > FB > FB > FB > Pinterest;1;2.4;2
snapchat > FB > snapchat > FB > snapchat > snapchat > FB > snapchat > snapchat;1;6.9;2
snapchat > FB > FB;1;7.618;2
snapchat > Tiktok;0;0;3
paid search > Pinterest > snapchat > Pinterest > paid search > paid search > Pinterest > Tiktok > paid search > Tiktok;1;6.2;2
snapchat > snapchat > paid search > snapchat > snapchat > snapchat > snapchat > paid search > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > Pinterest > Pinterest > snapchat > FB > snapchat;1;4.41;3
display > FB > Tiktok > Tiktok;1;3.385;2
Pinterest > Tiktok > paid search > retargeting> paid search > Tiktok > Tiktok > Tiktok;1;15.22;3
Pinterest > Tiktok > Bing > offline > Pinterest;1;5.34;3
paid search > paid search > snapchat > snapchat > Tiktok;1;1.17;2
paid search > display > Pinterest;1;2.44;2
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;9.151;5
paid search > FB > FB > paid search > FB > FB > Tiktok > paid search;0;0;3
FB > paid search > snapchat > snapchat > snapchat > Pinterest > FB > Tiktok;1;9.078;2
FB > FB > FB > Tiktok > Tiktok > Tiktok;1;4.475;2
snapchat > FB > snapchat > FB > snapchat > FB > snapchat > FB > snapchat > FB > snapchat > FB > snapchat > FB;1;2.877;2
FB > FB > FB > FB > Bing > Bing > Bing > Bing;1;9.999;2
offline > Tiktok > snapchat > FB > Bing > FB;1;10.069;2
Tiktok > paid search > snapchat > paid search > snapchat;1;9.439;3
offline > display;1;2.679;3
FB > Tiktok > Pinterest > FB > Tiktok > FB;1;7.49;2
FB;1;1.82;3
snapchat > Tiktok;0;0;2
Pinterest > Pinterest > Tiktok > Pinterest > FB;0;0;2
display > display > display > Tiktok > Pinterest;5;12.85;16
snapchat > paid search > snapchat > snapchat > paid search > snapchat > snapchat > FB > display > display > FB > snapchat > FB > FB > Pinterest > paid search > display > FB > snapchat > FB > paid search > FB > Tiktok;2;2.704;5
paid search > paid search > Pinterest > paid search > Pinterest > Tiktok > Tiktok > display;1;23.031;3
paid search > Tiktok > Tiktok > Tiktok > paid search > Tiktok > Tiktok > paid search > paid search > paid search > display > paid search > paid search > paid search;1;2.224;3
Tiktok > paid search > paid search > Tiktok > paid search;2;6.944;10
snapchat > paid search > Pinterest > snapchat > snapchat;1;2.962;3
FB;1;1.595;2
paid search > paid search > paid search;1;1.086;2
snapchat > Pinterest > display;2;12.05;6
paid search > Tiktok > Pinterest > paid search > paid search > display > paid search > display > display > display > display > display;1;3.22;3
snapchat > Tiktok;1;3.019;3
paid search > Tiktok > offline > Tiktok > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok;1;5.52;3
Pinterest > paid search;7;24.442;20
snapchat > FB > snapchat > FB;0;0;3
paid search > FB > snapchat > snapchat > FB > snapchat > FB;1;1.763;3
FB > paid search > paid search > FB;1;1.514;3
paid search > Pinterest > offline;1;2.259;9
paid search > paid search > paid search > paid search;1;1.9;3
FB > Tiktok;6;18.802;17
Pinterest > snapchat > FB;1;7.583;2
snapchat > snapchat > snapchat > snapchat > snapchat > Pinterest > snapchat > snapchat > snapchat > snapchat > FB;1;2.625;2
FB;0;0;3
paid search > paid search > Tiktok > Tiktok > paid search > paid search > paid search > paid search > paid search > Tiktok > paid search > paid search > Tiktok;1;6.48;3
FB;2;5.73;6
paid search > snapchat > snapchat;1;2.66;3
FB > display > Pinterest;0;0;2
paid search > Tiktok > Tiktok > paid search > paid search > FB > FB > Bing;1;1.5;3
paid search > snapchat > FB > FB > Tiktok;1;8.15;3
FB > FB > FB > FB > FB > FB > FB > FB > FB > FB > FB > FB;0;0;3
display > paid search > display > Pinterest > offline > snapchat > display > Tiktok;1;6.298;3
paid search > Pinterest > Pinterest > snapchat > display;1;1.103;3
paid search > paid search > Pinterest > Tiktok > Bing;0;0;3
paid search > FB > Tiktok > FB;1;2.62;3
FB > FB > Pinterest;1;4.4155;6
snapchat > paid search > paid search > paid search > paid search > paid search > Pinterest;1;1.8;3
paid search > paid search > Pinterest > paid search > paid search > snapchat > paid search > FB > paid search;1;1.6;2
paid search > FB > paid search > paid search > Bing;1;3.7;2
FB > FB;0;0;2
paid search > snapchat > snapchat > snapchat > snapchat > snapchat > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > FB;1;2.277;2
Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > FB;0;0;2
Pinterest > Tiktok > Pinterest > paid search > Pinterest;1;3.905;3
FB > paid search;1;3.416;3
snapchat > snapchat > snapchat;1;5.905;3
snapchat > snapchat > snapchat > Pinterest;1;0.55;2
FB > offline;1;1.893;2
paid search > paid search > display > display;1;4.354;2
FB > Bing;1;1.432;2
paid search > Pinterest > Pinterest > snapchat > offline > Tiktok > Tiktok > Tiktok;1;2;3
FB > FB;1;2.104;3
Pinterest > display > display > display > paid search > display > display > Tiktok;1;2.79;2
snapchat > snapchat > snapchat > snapchat > snapchat > FB > paid search > paid search > paid search > FB > Bing > Pinterest > Bing > snapchat > Bing > offline > Bing;1;7.384;2
snapchat > FB > FB > FB > FB > FB > FB > Pinterest;1;3.7;2
FB;3;1.79775;13
paid search > paid search > FB;1;4.7;3
snapchat > FB;1;4.385;2
paid search > Pinterest > Tiktok > Tiktok > Bing;1;1.38;3
paid search > Pinterest > snapchat;1;2.5;2
FB;0;0;2
FB;2;5.295;5
paid search > paid search > paid search > Pinterest > display;1;5.17;3
snapchat > FB > Pinterest > Tiktok;1;3.963;2
FB > Tiktok > paid search;1;4.306;2
offline > Tiktok > paid search > paid search > Tiktok;0;0;3
snapchat > Tiktok > FB > snapchat > FB;0;0;3
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;2.75;2
Pinterest > paid search > Pinterest > paid search > Pinterest > Pinterest > paid search > paid search > paid search > Pinterest > Tiktok > paid search > paid search > paid search > snapchat > paid search > paid search > paid search > paid search > paid search > snapchat > paid search;1;6.915;3
snapchat > FB > FB > Tiktok;1;3.351;2
paid search > paid search > paid search > Tiktok > Bing;13;51.951;42
snapchat > FB;4;11.4333333333333;15
snapchat > snapchat > FB;1;4.025;2
snapchat > snapchat;1;7.5;2
FB;1;2.42;2
snapchat > Pinterest > Tiktok > paid search > Tiktok > snapchat > Bing > Bing;1;2.61;3
snapchat > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;0.293;2
snapchat > FB > Pinterest;1;4.25;3
snapchat > snapchat > snapchat > FB;1;6.683;2
FB > FB > FB;1;2.355;3
display > Pinterest > offline;0;0;3
FB > FB > paid search > Tiktok > Pinterest > paid search > paid search > Tiktok > Tiktok;1;5.09;3
Pinterest > FB > paid search > FB;1;2.25;2
snapchat > paid search;3;9.244;10
snapchat > FB;1;2.47;3
paid search > paid search > snapchat > snapchat > paid search > Pinterest;1;4;2
FB;1;2.58;3
FB > Bing > FB > Bing > FB;1;2.436;3
snapchat > FB;1;5.654;2
paid search > paid search > paid search > paid search > paid search > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search > paid search > Tiktok > paid search > snapchat > Tiktok > snapchat;1;3.6;3
retargeting> retargeting> display > retargeting> paid search;1;8.114;3
snapchat > FB > retargeting> Retargeting;0;0;3
paid search > display > paid search > Pinterest;1;4.509;3
retargeting> offline > Pinterest > retargeting> Tiktok > retargeting> Tiktok;1;1.792;2
Pinterest > paid search > snapchat > snapchat > snapchat > paid search > paid search > paid search > snapchat > paid search;1;2.958;3
paid search > Tiktok > FB > Pinterest > paid search > paid search > paid search > paid search > paid search > paid search;1;12.562;2
paid search > Retargeting;1;2.09;2
FB > Tiktok > paid search;1;3.971;3
FB > FB > FB > FB;0;0;2
paid search > snapchat;1;8;2
snapchat > FB > Tiktok > Tiktok;1;3.865;2
snapchat > Tiktok > FB > snapchat;1;9.768;2
FB > Tiktok > Tiktok;0;0;2
display > paid search > paid search > FB;0;0;3
snapchat > display > display > display > display > snapchat;1;4.011;5
display > display > display > display > display > Tiktok > Bing;4;13.751;13
FB > Pinterest > Tiktok > Tiktok > Tiktok > FB > Tiktok > Retargeting;0;0;3
FB > FB > FB > Tiktok;1;2.301;3
paid search > paid search > display > paid search > paid search;1;5.603;3
